source_id,wet_path,room_size,wet_level,rate_hz,depth,room_size_norm,wet_level_norm,rate_hz_norm,depth_norm
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v0.wav,0.3745401188473625,0.5704285838459496,3.793972738151323,0.5986584841970366,0.3745401188473625,0.950714306409916,0.7319939418114051,0.5986584841970366
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v1.wav,0.15601864044243652,0.09359671220172158,0.7613762547568976,0.8661761457749352,0.15601864044243652,0.15599452033620265,0.058083612168199475,0.8661761457749352
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v2.wav,0.6011150117432088,0.4248435466776273,0.592630224331111,0.9699098521619943,0.6011150117432088,0.7080725777960455,0.020584494295802447,0.9699098521619943
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v3.wav,0.8324426408004217,0.12740346640696568,1.318212352431953,0.18340450985343382,0.8324426408004217,0.21233911067827613,0.18182496720710065,0.18340450985343382
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v4.wav,0.3042422429595377,0.3148538589793427,2.4437525838895207,0.2912291401980419,0.3042422429595377,0.5247564316322378,0.4319450186421157,0.2912291401980419
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v0.wav,0.6118528947223795,0.0836963163912251,1.8146509184084816,0.3663618432936917,0.6118528947223795,0.13949386065204183,0.29214464853521815,0.3663618432936917
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v1.wav,0.45606998421703593,0.4711055768358081,1.3985320197126188,0.5142344384136116,0.45606998421703593,0.7851759613930136,0.19967378215835974,0.5142344384136116
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v2.wav,0.5924145688620425,0.027870247631998635,3.2339518335564725,0.17052412368729153,0.5924145688620425,0.046450412719997725,0.6075448519014384,0.17052412368729153
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v3.wav,0.06505159298527952,0.5693313223519999,4.845344148835517,0.8083973481164611,0.06505159298527952,0.9488855372533332,0.9656320330745594,0.8083973481164611
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v4.wav,0.3046137691733707,0.058603268403830316,3.579048619304706,0.4401524937396013,0.3046137691733707,0.09767211400638387,0.6842330265121569,0.4401524937396013
