rms_mean,rms_std,rms_median,centroid_mean,centroid_std,centroid_median,bandwidth_mean,bandwidth_std,bandwidth_median,rolloff_mean,rolloff_std,rolloff_median,zcr_mean,zcr_std,zcr_median,mfcc_1_mean,mfcc_1_std,mfcc_1_median,mfcc_2_mean,mfcc_2_std,mfcc_2_median,mfcc_3_mean,mfcc_3_std,mfcc_3_median,mfcc_4_mean,mfcc_4_std,mfcc_4_median,mfcc_5_mean,mfcc_5_std,mfcc_5_median,mfcc_6_mean,mfcc_6_std,mfcc_6_median,mfcc_7_mean,mfcc_7_std,mfcc_7_median,mfcc_8_mean,mfcc_8_std,mfcc_8_median,mfcc_9_mean,mfcc_9_std,mfcc_9_median,mfcc_10_mean,mfcc_10_std,mfcc_10_median,mfcc_11_mean,mfcc_11_std,mfcc_11_median,mfcc_12_mean,mfcc_12_std,mfcc_12_median,mfcc_13_mean,mfcc_13_std,mfcc_13_median,source_id,wet_path,room_size_norm,wet_level_norm,rate_hz_norm,depth_norm
0.02440065,0.03990087,0.006486482,1799.3247257307717,728.5355114131153,1518.8766700121475,2517.4204691062873,1288.787349766983,2268.6445590713383,3022.2381396588485,1843.799653170514,2484.375,0.033993328558102345,0.011499821590852515,0.033203125,-483.36322,102.59901,-493.36777,137.37407,62.755207,142.5387,-25.132298,39.842552,-8.925183,-38.619328,25.730341,-42.29453,6.6417255,11.017259,5.563699,3.3764617,9.471535,5.447742,-11.431986,11.428672,-7.409773,-3.890836,5.675761,-4.434722,-0.1407951,6.157384,-0.43709505,-6.930889,11.445765,-3.9554653,-5.2978454,8.718797,-4.1436,-1.0912114,5.9831243,-2.2666435,-3.73267,4.9220552,-4.1108713,Bridge_1-0,..\data\processed\wet\Bridge_1-0_v0.wav,0.3745401188473625,0.950714306409916,0.7319939418114051,0.5986584841970366
0.019241918,0.031991668,0.005231227,1980.835837650419,893.0013517476907,1629.9921703889677,2760.797481491029,1433.9793261917023,2544.2858870376135,3319.5295842217483,2355.000712077507,2531.25,0.03716351279317697,0.011630492203512215,0.0390625,-523.37085,85.88913,-527.98944,113.21427,51.385628,120.02867,-22.063423,35.46123,-9.093632,-29.29211,20.236677,-32.93329,13.5671015,11.622735,9.299404,8.557351,9.447221,11.054243,-8.158019,11.0638685,-4.988838,-0.49111554,7.78737,-1.0313795,5.725673,6.339494,5.404626,0.2537087,12.35567,1.778403,-0.4014052,9.0782175,0.38044524,0.20638947,5.3917313,-0.19408233,-5.935946,4.254446,-6.02359,Bridge_1-0,..\data\processed\wet\Bridge_1-0_v1.wav,0.1560186404424365,0.1559945203362026,0.0580836121681994,0.8661761457749352
0.021070953,0.035477135,0.0062411367,1955.4336384861847,802.0774414596814,1584.1458813007605,2714.3317002506324,1324.1208108182382,2504.297417032305,3288.5461087420044,1952.8275676698536,2625.0,0.038991704424307036,0.01576908497420995,0.03564453125,-498.5933,85.13968,-511.15585,103.37034,52.358047,103.01079,-19.000427,31.965733,-5.2864194,-26.813879,18.260752,-31.657555,12.105912,12.93358,6.6234436,7.219136,7.271939,9.3200445,-9.800795,11.7288885,-5.324828,-2.4645963,6.992703,-3.7618518,5.9136653,6.6204658,5.330737,2.1012633,11.244243,3.4868946,0.48413554,9.701671,1.9425087,-0.23740256,5.616568,-1.1230485,-5.8294578,6.652981,-6.1569977,Bridge_1-0,..\data\processed\wet\Bridge_1-0_v2.wav,0.6011150117432088,0.7080725777960455,0.0205844942958024,0.9699098521619944
0.01892008,0.0314451,0.005361384,2055.842308805124,973.4635732195617,1653.778714906819,2845.405062602723,1432.5647372211693,2686.6396637065245,3503.881263326226,2484.024513479657,2625.0,0.0364357759195096,0.01447441347714897,0.0380859375,-525.293,84.43801,-534.55,103.34786,52.10031,106.255905,-21.133345,30.740818,-9.022384,-26.555782,17.449873,-28.749348,13.03884,12.137204,8.452738,6.2562923,9.44738,8.152554,-10.92342,10.921579,-8.263552,-4.113713,7.685116,-5.054092,1.4060812,5.9730697,0.5196767,-4.349622,9.8150425,-0.76601064,-5.677248,6.7824574,-4.3011165,-4.764721,5.7899647,-5.271342,-8.364379,4.811574,-8.382495,Bridge_1-0,..\data\processed\wet\Bridge_1-0_v3.wav,0.8324426408004217,0.2123391106782761,0.1818249672071006,0.1834045098534338
0.020752747,0.03433315,0.005705691,1976.756317398349,904.1458244120466,1605.2738691352104,2716.26648226603,1397.5309250092544,2515.276408811881,3354.4609541577825,2300.765757238036,2625.0,0.03579549240405117,0.01190352577370198,0.037109375,-510.9357,89.0441,-520.4015,113.170525,53.4941,118.013466,-24.130457,35.7755,-9.723114,-31.283865,19.912031,-34.39116,12.242805,13.308878,6.90464,6.099663,8.6320715,8.08812,-12.2633505,12.043607,-8.095171,-4.761771,6.420315,-5.514573,1.6220458,5.4565883,1.0305895,-4.7280354,10.954185,-1.1913788,-5.5247993,7.9504433,-3.7538967,-2.9835186,6.329734,-3.7738082,-6.7673435,4.678864,-6.3997893,Bridge_1-0,..\data\processed\wet\Bridge_1-0_v4.wav,0.3042422429595377,0.5247564316322378,0.4319450186421157,0.2912291401980419
0.021012027,0.034318455,0.0048567257,2257.7211399745534,1076.6994888527531,1805.7002341940724,2736.3911951800574,1586.003445070689,2356.973886770408,3536.963619402985,2874.9436017460175,2460.9375,0.05663333722014925,0.008179428279113858,0.0556640625,-530.1132,92.369026,-543.47687,99.32489,48.48073,106.31689,-34.560955,42.080673,-14.872379,-38.19764,20.989141,-40.734474,5.3041644,14.8533,0.060765088,7.816985,8.228645,7.895722,-5.6523213,8.813975,-2.036082,-3.4201722,5.628113,-3.1005807,-1.8369794,5.452717,-0.77579755,-4.9097257,10.508187,-2.118919,-0.83918065,5.5998797,-0.23412502,0.46314362,4.5943155,0.5717321,-1.2938769,8.822816,1.5217941,Bridge_1-1,..\data\processed\wet\Bridge_1-1_v0.wav,0.6118528947223795,0.1394938606520418,0.2921446485352181,0.3663618432936917
0.024973689,0.039197978,0.005997503,2127.8888271908413,942.8346230455035,1782.8428934635226,2603.629581391759,1474.5747930497816,2244.136633249932,3275.7529317697226,2482.14127160782,2437.5,0.05565261027452026,0.008256315153095009,0.05322265625,-515.44904,97.28642,-532.4514,103.476776,50.58127,107.73398,-34.052853,41.45877,-14.833672,-39.205048,20.228237,-40.924328,1.7514182,15.507976,-2.9941666,4.61901,8.063344,4.696821,-4.5634627,8.985413,-1.2407401,0.28557158,5.5763907,0.49970385,1.426512,6.047276,2.3797078,-2.4491522,10.282852,0.28368664,-0.44285697,5.170833,0.04011204,-1.894609,4.878594,-1.2444453,-3.3618724,8.421158,-0.02339968,Bridge_1-1,..\data\processed\wet\Bridge_1-1_v1.wav,0.4560699842170359,0.7851759613930136,0.1996737821583597,0.5142344384136116
0.02109262,0.034294426,0.0047474816,2220.2957374825733,1069.8736909136398,1758.662781876525,2735.145256179914,1574.7284465952682,2395.228090411778,3510.4277718550106,2825.4443216219756,2460.9375,0.053893131996268655,0.0101052059129499,0.0537109375,-532.8273,90.06164,-546.60266,98.23266,47.5838,105.62404,-33.704002,40.991302,-15.487796,-37.729202,20.821106,-40.009098,4.6760664,14.377646,-0.15030746,6.417173,8.227186,7.1231794,-8.137783,9.171611,-4.4785857,-6.367093,5.731012,-6.0996413,-3.613171,5.1027217,-2.9198961,-5.577972,9.792268,-3.200419,-1.6821157,5.367249,-0.6436155,-0.6285057,4.151372,0.045899153,-2.3336334,8.474737,0.5996208,Bridge_1-1,..\data\processed\wet\Bridge_1-1_v2.wav,0.5924145688620425,0.0464504127199977,0.6075448519014384,0.1705241236872915
0.02483035,0.0392367,0.005810032,2015.4972811522205,928.7117892271945,1677.1051391364404,2519.527500738162,1448.3589218927452,2130.6684375774994,3093.3002398720682,2444.4831010180837,2226.5625,0.05250845382462686,0.008955016265935149,0.0517578125,-477.588,110.60431,-493.3836,127.112335,66.41166,133.16748,-25.075119,43.789684,-5.8398,-47.321045,27.578524,-47.29622,-13.00139,13.8292675,-12.705627,-2.7353563,9.525206,-0.065899074,-3.3106754,10.262354,-0.8279164,1.5558382,6.5008426,2.3226726,-0.34202656,8.239521,1.0497448,-3.822629,10.103342,-3.6087327,-1.3166928,7.6858573,-1.3218331,-0.9034498,7.159477,0.39138836,-0.8260907,7.4306054,1.155969,Bridge_1-1,..\data\processed\wet\Bridge_1-1_v3.wav,0.0650515929852795,0.9488855372533332,0.9656320330745594,0.8083973481164611
0.021481656,0.035145912,0.004762757,2144.496894169774,1027.1978209413367,1734.8253804026365,2624.2250253772304,1558.9461944781808,2236.046064704373,3332.472681236674,2721.7189629933773,2343.75,0.05421483542110874,0.008218168906674856,0.052734375,-516.1098,103.01336,-529.37885,118.80104,55.62854,127.08539,-38.497837,47.932602,-16.240799,-49.30774,27.120436,-51.167908,-1.1915004,14.055383,-4.879908,7.0961704,7.143505,6.443883,-4.6361356,8.066418,-1.1814609,-3.9494696,5.012883,-3.4604628,-3.566161,6.1980343,-2.4969535,-6.4628563,9.445443,-6.05214,-1.8825316,5.2438216,-1.4394048,0.32659638,4.3293138,1.0164702,-0.59262145,8.586958,2.5091777,Bridge_1-1,..\data\processed\wet\Bridge_1-1_v4.wav,0.3046137691733707,0.0976721140063838,0.6842330265121569,0.4401524937396013
