source_id,wet_path,room_size,wet_level,rate_hz,depth,room_size_norm,wet_level_norm,rate_hz_norm,depth_norm
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v0.wav,0.3745401188473625,0.5704285838459496,3.793972738151323,0.5986584841970366,0.3745401188473625,0.950714306409916,0.7319939418114051,0.5986584841970366
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v1.wav,0.1560186404424365,0.0935967122017215,0.7613762547568976,0.8661761457749352,0.1560186404424365,0.1559945203362026,0.0580836121681994,0.8661761457749352
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v2.wav,0.6011150117432088,0.4248435466776273,0.592630224331111,0.9699098521619944,0.6011150117432088,0.7080725777960455,0.0205844942958024,0.9699098521619944
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v3.wav,0.8324426408004217,0.1274034664069656,1.318212352431953,0.1834045098534338,0.8324426408004217,0.2123391106782761,0.1818249672071006,0.1834045098534338
Bridge_1-0,..\data\processed\wet\Bridge_1-0_v4.wav,0.3042422429595377,0.3148538589793427,2.4437525838895207,0.2912291401980419,0.3042422429595377,0.5247564316322378,0.4319450186421157,0.2912291401980419
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v0.wav,0.6118528947223795,0.0836963163912251,1.8146509184084816,0.3663618432936917,0.6118528947223795,0.1394938606520418,0.2921446485352181,0.3663618432936917
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v1.wav,0.4560699842170359,0.4711055768358081,1.3985320197126188,0.5142344384136116,0.4560699842170359,0.7851759613930136,0.1996737821583597,0.5142344384136116
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v2.wav,0.5924145688620425,0.0278702476319986,3.2339518335564725,0.1705241236872915,0.5924145688620425,0.0464504127199977,0.6075448519014384,0.1705241236872915
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v3.wav,0.0650515929852795,0.5693313223519999,4.845344148835517,0.8083973481164611,0.0650515929852795,0.9488855372533332,0.9656320330745594,0.8083973481164611
Bridge_1-1,..\data\processed\wet\Bridge_1-1_v4.wav,0.3046137691733707,0.0586032684038303,3.579048619304706,0.4401524937396013,0.3046137691733707,0.0976721140063838,0.6842330265121569,0.4401524937396013
Bridge_1-11,..\data\processed\wet\Bridge_1-11_v0.wav,0.388677289689482,0.1628094190643375,4.229318791183682,0.3567533266935893,0.388677289689482,0.2713490317738959,0.8287375091519293,0.3567533266935893
Bridge_1-11,..\data\processed\wet\Bridge_1-11_v1.wav,0.2809345096873807,0.325617649894949,1.1341590123864318,0.8021969807540397,0.2809345096873807,0.5426960831582485,0.1409242249747626,0.8021969807540397
Bridge_1-11,..\data\processed\wet\Bridge_1-11_v2.wav,0.0745506436797708,0.5921321619603104,3.9751014618349583,0.1987156815341724,0.0745506436797708,0.9868869366005172,0.7722447692966574,0.1987156815341724
Bridge_1-11,..\data\processed\wet\Bridge_1-11_v3.wav,0.0055221171236023,0.4892768570729005,3.680858047314277,0.7290071680409873,0.0055221171236023,0.8154614284548342,0.7068573438476171,0.7290071680409873
Bridge_1-11,..\data\processed\wet\Bridge_1-11_v4.wav,0.7712703466859457,0.0444267910404542,2.113095778449227,0.1158690595251297,0.7712703466859457,0.0740446517340903,0.3584657285442726,0.1158690595251297
Bridge_1-12,..\data\processed\wet\Bridge_1-12_v0.wav,0.8631034258755935,0.3739788760965347,1.9890411118369211,0.0635583502860236,0.8631034258755935,0.6232981268275579,0.3308980248526492,0.0635583502860236
Bridge_1-12,..\data\processed\wet\Bridge_1-12_v1.wav,0.3109823217156622,0.1951099932160482,3.783227802521288,0.6375574713552131,0.3109823217156622,0.325183322026747,0.7296061783380641,0.6375574713552131
Bridge_1-12,..\data\processed\wet\Bridge_1-12_v2.wav,0.8872127425763265,0.2833289550971695,1.0381741067223578,0.713244787222995,0.8872127425763265,0.4722149251619492,0.1195942459383017,0.713244787222995
Bridge_1-12,..\data\processed\wet\Bridge_1-12_v3.wav,0.7607850486168974,0.3367663185416977,3.969352309795525,0.4937955963643907,0.7607850486168974,0.5612771975694962,0.770967179954561,0.4937955963643907
Bridge_1-12,..\data\processed\wet\Bridge_1-12_v4.wav,0.5227328293819941,0.2565246110151297,0.6143860703484283,0.1078914269933044,0.5227328293819941,0.4275410183585496,0.0254191267440951,0.1078914269933044
Bridge_1-13,..\data\processed\wet\Bridge_1-13_v0.wav,0.0314291856867342,0.3818462467582682,1.91460191484347,0.5085706911647028,0.0314291856867342,0.6364104112637804,0.3143559810763267,0.5085706911647028
Bridge_1-13,..\data\processed\wet\Bridge_1-13_v1.wav,0.907566473926093,0.1495753374893249,2.3467231536603337,0.7555511385430487,0.907566473926093,0.2492922291488749,0.4103829230356297,0.7555511385430487
Bridge_1-13,..\data\processed\wet\Bridge_1-13_v2.wav,0.2287981654916224,0.0461879458972757,1.803881538111956,0.1612212872540044,0.2287981654916224,0.0769799098287929,0.289751452913768,0.1612212872540044
Bridge_1-13,..\data\processed\wet\Bridge_1-13_v3.wav,0.9296976523425732,0.4848722277386501,3.3503169042969057,0.8714605901877177,0.9296976523425732,0.808120379564417,0.6334037565104235,0.8714605901877177
Bridge_1-13,..\data\processed\wet\Bridge_1-13_v4.wav,0.8036720768991145,0.1119420353316215,4.5165154932049,0.5393422419156507,0.8036720768991145,0.1865700588860358,0.8925589984899778,0.5393422419156507
Bridge_1-16,..\data\processed\wet\Bridge_1-16_v0.wav,0.3677831327192532,0.3793834983561476,3.3508836984240262,0.5357746840747585,0.3677831327192532,0.6323058305935795,0.6335297107608947,0.5357746840747585
Bridge_1-16,..\data\processed\wet\Bridge_1-16_v1.wav,0.0902897700544083,0.5011814973535428,1.9435102923728111,0.1865185103998542,0.0902897700544083,0.835302495589238,0.3207800649717358,0.1865185103998542
Bridge_1-16,..\data\processed\wet\Bridge_1-16_v2.wav,0.0407751415547639,0.354535765912945,3.549039628290271,0.0165878289278561,0.0407751415547639,0.5908929431882418,0.6775643618422824,0.0165878289278561
Bridge_1-16,..\data\processed\wet\Bridge_1-16_v3.wav,0.512093058299281,0.1358974651187627,3.403277556842524,0.1743664290049914,0.512093058299281,0.2264957751979379,0.6451727904094499,0.1743664290049914
Bridge_1-16,..\data\processed\wet\Bridge_1-16_v4.wav,0.690937738102466,0.2320412077803224,4.715284949315305,0.1375209441459932,0.690937738102466,0.3867353463005374,0.9367299887367344,0.1375209441459932
Bridge_1-17,..\data\processed\wet\Bridge_1-17_v0.wav,0.3410663510502585,0.0680841127443534,4.661121282253532,0.877339353380981,0.3410663510502585,0.113473521240589,0.9246936182785628,0.877339353380981
Bridge_1-17,..\data\processed\wet\Bridge_1-17_v1.wav,0.2579416277151556,0.3959904276205074,4.177499900905471,0.5552008115994623,0.2579416277151556,0.659984046034179,0.8172222002012158,0.5552008115994623
Bridge_1-17,..\data\processed\wet\Bridge_1-17_v2.wav,0.5296505783560065,0.145111374540271,0.9189624551265464,0.8972157579533268,0.5296505783560065,0.2418522909004516,0.0931027678058992,0.8972157579533268
Bridge_1-17,..\data\processed\wet\Bridge_1-17_v3.wav,0.9004180571633305,0.3798608743639607,2.0256340597191533,0.3492095746126609,0.9004180571633305,0.6331014572732679,0.3390297910487007,0.3492095746126609
Bridge_1-17,..\data\processed\wet\Bridge_1-17_v4.wav,0.7259556788702394,0.5382661559715463,4.491888909193028,0.7798755458576239,0.7259556788702394,0.8971102599525771,0.8870864242651173,0.7798755458576239
Bridge_1-2,..\data\processed\wet\Bridge_1-2_v0.wav,0.9404585843529144,0.5723571462015524,4.616889755992018,0.3701587002554444,0.9404585843529144,0.9539285770025874,0.9148643902204484,0.3701587002554444
Bridge_1-2,..\data\processed\wet\Bridge_1-2_v1.wav,0.0154566165288674,0.5569911375526352,2.4268286674279143,0.9666548190436696,0.0154566165288674,0.9283185625877254,0.4281841483173143,0.9666548190436696
Bridge_1-2,..\data\processed\wet\Bridge_1-2_v2.wav,0.9636199770892528,0.511805673280416,1.825020014313136,0.3850977286019252,0.9636199770892528,0.8530094554673601,0.2944488920695857,0.3850977286019252
Bridge_1-2,..\data\processed\wet\Bridge_1-2_v3.wav,0.8511366715168569,0.1901532030937666,1.2627173600874162,0.5568012624583502,0.8511366715168569,0.3169220051562776,0.1694927466860925,0.5568012624583502
Bridge_1-2,..\data\processed\wet\Bridge_1-2_v4.wav,0.936154774160781,0.4176178780049838,3.0652752654021422,0.0971764937707685,0.936154774160781,0.696029796674973,0.570061170089365,0.0971764937707685
Bridge_1-20,..\data\processed\wet\Bridge_1-20_v0.wav,0.6150072266991697,0.594032310062558,1.130378068564358,0.5183296523637367,0.6150072266991697,0.9900538501042632,0.140084015236524,0.5183296523637367
Bridge_1-20,..\data\processed\wet\Bridge_1-20_v1.wav,0.8773730719279554,0.4444611706525226,3.636570834478706,0.7024840839871093,0.8773730719279554,0.7407686177542044,0.697015740995268,0.7024840839871093
Bridge_1-20,..\data\processed\wet\Bridge_1-20_v2.wav,0.3594911512197551,0.176155106558696,4.142125199653311,0.8101133946791808,0.3594911512197551,0.2935918442644933,0.8093611554785135,0.8101133946791808
Bridge_1-20,..\data\processed\wet\Bridge_1-20_v3.wav,0.8670723185801037,0.5479443315338828,2.80104079487422,0.5015162946871996,0.8670723185801037,0.9132405525564712,0.5113423988609378,0.5015162946871996
Bridge_1-20,..\data\processed\wet\Bridge_1-20_v4.wav,0.7982951789667752,0.389978358466659,3.658850947659665,0.795792669436101,0.7982951789667752,0.6499639307777652,0.7019668772577033,0.795792669436101
Bridge_1-21,..\data\processed\wet\Bridge_1-21_v0.wav,0.8900053418175663,0.2027970941109214,2.190123286879748,0.093981939840869,0.8900053418175663,0.3379951568515358,0.375582952639944,0.093981939840869
Bridge_1-21,..\data\processed\wet\Bridge_1-21_v1.wav,0.578280140996174,0.0215653642780452,2.5951910815960706,0.5426446347075766,0.578280140996174,0.035942273796742,0.4655980181324601,0.5426446347075766
Bridge_1-21,..\data\processed\wet\Bridge_1-21_v2.wav,0.2865412521282844,0.3544999563414064,0.6372511247257224,0.0373481887492144,0.2865412521282844,0.5908332605690108,0.0305002499390494,0.0373481887492144
Bridge_1-21,..\data\processed\wet\Bridge_1-21_v3.wav,0.8226005606596583,0.2161143848467577,1.0717723069334817,0.5222432600548044,0.8226005606596583,0.3601906414112629,0.1270605126518847,0.5222432600548044
Bridge_1-21,..\data\processed\wet\Bridge_1-21_v4.wav,0.7699935530986108,0.1294926164981059,3.303007141185501,0.085347464993768,0.7699935530986108,0.2158210274968431,0.6228904758190003,0.085347464993768
Bridge_1-22,..\data\processed\wet\Bridge_1-22_v0.wav,0.0516817211686077,0.3188127789408888,2.9328580472454795,0.6374299014982066,0.0516817211686077,0.531354631568148,0.5406351216101065,0.6374299014982066
Bridge_1-22,..\data\processed\wet\Bridge_1-22_v1.wav,0.7260913337226615,0.5855112476775207,2.823351567355379,0.3229564729412459,0.7260913337226615,0.9758520794625346,0.5163003483011953,0.3229564729412459
Bridge_1-22,..\data\processed\wet\Bridge_1-22_v2.wav,0.7951861947687037,0.1624993507572445,2.4753713931753625,0.0784563813422659,0.7951861947687037,0.2708322512620742,0.4389714207056361,0.0784563813422659
Bridge_1-22,..\data\processed\wet\Bridge_1-22_v3.wav,0.0253507434154575,0.577589048806755,4.261910542304927,0.695974206093698,0.0253507434154575,0.9626484146779252,0.8359801205122059,0.695974206093698
